#-----------------------------------------------------------------------------
# Date d'extraction : 16/07/2019 - 07h16 loc.
#-----------------------------------------------------------------------------
# Producteur : DCLIM
# Experience : CLIMSEC
# Modele     : ARPEGE_RETIC
# Scenario :
#     A2 : scenario A2
#-----------------------------------------------------------------------------
# Horizons :
#     H1 : Horizon proche
#     H2 : Horizon moyen
#     H3 : Horizon lointain
#-----------------------------------------------------------------------------
# Type d'indice : saisonnier
#                  (1 - hiver, 2 - printemps, 3 - été, 4 - automne)
#-----------------------------------------------------------------------------
# Indices : 
#     NORSSWI : Intégration de Indicateur sècheresse d'humidité des sols (null)
#-----------------------------------------------------------------------------
# Format des enregistrements 
# Point;Latitude;Longitude;Contexte;Période;Saison;NORSSWI;
#-----------------------------------------------------------------------------
14491;48.8044;0.2136;A2;H2;3;-1.4;
14491;48.8044;0.2136;A2;H2;4;-2.33;
14492;48.8063;0.3225;A2;H2;1;-3.24;
14492;48.8063;0.3225;A2;H2;2;-1.86;
14492;48.8063;0.3225;A2;H2;3;-1.56;
14492;48.8063;0.3225;A2;H2;4;-2.71;
14493;48.8081;0.4313;A2;H2;1;-3.32;
14493;48.8081;0.4313;A2;H2;2;-1.54;
14493;48.8081;0.4313;A2;H2;3;-1.41;
14493;48.8081;0.4313;A2;H2;4;-2.32;
14494;48.8098;0.5401;A2;H2;1;-3.43;
14494;48.8098;0.5401;A2;H2;2;-1.48;
14494;48.8098;0.5401;A2;H2;3;-1.39;
14494;48.8098;0.5401;A2;H2;4;-2.28;
14495;48.8114;0.649;A2;H2;1;-1.8;
14495;48.8114;0.649;A2;H2;2;-1.91;
14495;48.8114;0.649;A2;H2;3;-1.44;
14495;48.8114;0.649;A2;H2;4;-1.42;
14496;48.8129;0.7578;A2;H2;1;-1.46;
14496;48.8129;0.7578;A2;H2;2;-1.6;
14496;48.8129;0.7578;A2;H2;3;-1.44;
14496;48.8129;0.7578;A2;H2;4;-1.55;
14497;48.8143;0.8666;A2;H2;1;-1.46;
14497;48.8143;0.8666;A2;H2;2;-1.89;
14497;48.8143;0.8666;A2;H2;3;-1.55;
14497;48.8143;0.8666;A2;H2;4;-1.66;
14498;48.8156;0.9755;A2;H2;1;-1.95;
14498;48.8156;0.9755;A2;H2;2;-1.76;
14498;48.8156;0.9755;A2;H2;3;-1.46;
14498;48.8156;0.9755;A2;H2;4;-1.57;
14499;48.8168;1.0844;A2;H2;1;-2.21;
14499;48.8168;1.0844;A2;H2;2;-1.68;
14499;48.8168;1.0844;A2;H2;3;-1.47;
14499;48.8168;1.0844;A2;H2;4;-1.59;
14500;48.8179;1.1932;A2;H2;1;-2.02;
14500;48.8179;1.1932;A2;H2;2;-1.71;
14500;48.8179;1.1932;A2;H2;3;-1.43;
14500;48.8179;1.1932;A2;H2;4;-1.55;
14501;48.8189;1.3021;A2;H2;1;-1.55;
14501;48.8189;1.3021;A2;H2;2;-1.63;
14501;48.8189;1.3021;A2;H2;3;-1.36;
14501;48.8189;1.3021;A2;H2;4;-1.54;
14502;48.8198;1.411;A2;H2;1;-1.33;
14502;48.8198;1.411;A2;H2;2;-1.63;
14502;48.8198;1.411;A2;H2;3;-1.58;
14502;48.8198;1.411;A2;H2;4;-1.26;
14503;48.8206;1.5199;A2;H2;1;-1.41;
14503;48.8206;1.5199;A2;H2;2;-1.94;
14503;48.8206;1.5199;A2;H2;3;-1.1;
14503;48.8206;1.5199;A2;H2;4;-1;
14504;48.8213;1.6287;A2;H2;1;-1.46;
14504;48.8213;1.6287;A2;H2;2;-2.3;
14504;48.8213;1.6287;A2;H2;3;-1.36;
14504;48.8213;1.6287;A2;H2;4;-1.62;
14505;48.8219;1.7376;A2;H2;1;-1.35;
14505;48.8219;1.7376;A2;H2;2;-2.22;
14505;48.8219;1.7376;A2;H2;3;-1.67;
14505;48.8219;1.7376;A2;H2;4;-1.57;
14506;48.8224;1.8465;A2;H2;1;-1.25;
14506;48.8224;1.8465;A2;H2;2;-2.38;
14506;48.8224;1.8465;A2;H2;3;-1.46;
14506;48.8224;1.8465;A2;H2;4;-1.34;
14507;48.8228;1.9554;A2;H2;1;-1.38;
14507;48.8228;1.9554;A2;H2;2;-2.26;
14507;48.8228;1.9554;A2;H2;3;-1.67;
14507;48.8228;1.9554;A2;H2;4;-1.24;
14508;48.8231;2.0643;A2;H2;1;-2.18;
14508;48.8231;2.0643;A2;H2;2;-1.41;
14508;48.8231;2.0643;A2;H2;3;-1.23;
14508;48.8231;2.0643;A2;H2;4;-1.18;
14509;48.8233;2.1732;A2;H2;1;-1.39;
14509;48.8233;2.1732;A2;H2;2;-0.93;
14509;48.8233;2.1732;A2;H2;3;-1.47;
14509;48.8233;2.1732;A2;H2;4;-1.99;
14510;48.8234;2.2821;A2;H2;1;-0.71;
14510;48.8234;2.2821;A2;H2;2;-0.5;
14510;48.8234;2.2821;A2;H2;3;-1.44;
14510;48.8234;2.2821;A2;H2;4;-1.49;
14511;48.8234;2.391;A2;H2;1;-0.7;
14511;48.8234;2.391;A2;H2;2;-0.5;
14511;48.8234;2.391;A2;H2;3;-1.47;
14511;48.8234;2.391;A2;H2;4;-1.35;
14512;48.8233;2.4998;A2;H2;1;-0.8;
14512;48.8233;2.4998;A2;H2;2;-0.38;
14512;48.8233;2.4998;A2;H2;3;-1.36;
14512;48.8233;2.4998;A2;H2;4;-1.38;
14513;48.8231;2.6087;A2;H2;1;-1.38;
14513;48.8231;2.6087;A2;H2;2;-0.7;
14513;48.8231;2.6087;A2;H2;3;-0.9;
14513;48.8231;2.6087;A2;H2;4;-0.96;
14514;48.8228;2.7176;A2;H2;1;-1.34;
14514;48.8228;2.7176;A2;H2;2;-3.43;
14514;48.8228;2.7176;A2;H2;3;-1.56;
14514;48.8228;2.7176;A2;H2;4;-1.12;
14515;48.8224;2.8265;A2;H2;1;-1.31;
14515;48.8224;2.8265;A2;H2;2;-3.31;
14515;48.8224;2.8265;A2;H2;3;-1.52;
14515;48.8224;2.8265;A2;H2;4;-1.16;
14516;48.8219;2.9354;A2;H2;1;-1.31;
14516;48.8219;2.9354;A2;H2;2;-3.46;
14516;48.8219;2.9354;A2;H2;3;-1.54;
14516;48.8219;2.9354;A2;H2;4;-1.25;
14517;48.8213;3.0443;A2;H2;1;-1.37;
14517;48.8213;3.0443;A2;H2;2;-1.85;
14517;48.8213;3.0443;A2;H2;3;-1.12;
14517;48.8213;3.0443;A2;H2;4;-1.32;
14518;48.8206;3.1532;A2;H2;1;-1.35;
14518;48.8206;3.1532;A2;H2;2;-1.72;
14518;48.8206;3.1532;A2;H2;3;-1.07;
14518;48.8206;3.1532;A2;H2;4;-1.32;
14519;48.8198;3.262;A2;H2;1;-1.39;
14519;48.8198;3.262;A2;H2;2;-1.45;
14519;48.8198;3.262;A2;H2;3;-1;
14519;48.8198;3.262;A2;H2;4;-1.29;
14520;48.8189;3.3709;A2;H2;1;-1.51;
14520;48.8189;3.3709;A2;H2;2;-1.32;
14520;48.8189;3.3709;A2;H2;3;-0.99;
14520;48.8189;3.3709;A2;H2;4;-1.4;
14521;48.8179;3.4798;A2;H2;1;-1.48;
14521;48.8179;3.4798;A2;H2;2;-1.39;
14521;48.8179;3.4798;A2;H2;3;-1.08;
14521;48.8179;3.4798;A2;H2;4;-1.76;
14522;48.8168;3.5886;A2;H2;1;-1.4;
14522;48.8168;3.5886;A2;H2;2;-1.46;
14522;48.8168;3.5886;A2;H2;3;-1.12;
14522;48.8168;3.5886;A2;H2;4;-1.6;
14523;48.8156;3.6975;A2;H2;1;-1.37;
14523;48.8156;3.6975;A2;H2;2;-1.53;
14523;48.8156;3.6975;A2;H2;3;-1.16;
14523;48.8156;3.6975;A2;H2;4;-1.56;
14524;48.8143;3.8064;A2;H2;1;-1.38;
14524;48.8143;3.8064;A2;H2;2;-1.88;
14524;48.8143;3.8064;A2;H2;3;-1.29;
14524;48.8143;3.8064;A2;H2;4;-1.63;
14525;48.8129;3.9152;A2;H2;1;-1.47;
14525;48.8129;3.9152;A2;H2;2;-2.13;
14525;48.8129;3.9152;A2;H2;3;-1.37;
14525;48.8129;3.9152;A2;H2;4;-1.41;
14526;48.8114;4.0241;A2;H2;1;-1.52;
14526;48.8114;4.0241;A2;H2;2;-1.84;
14526;48.8114;4.0241;A2;H2;3;-1.24;
14526;48.8114;4.0241;A2;H2;4;-1.36;
14527;48.8098;4.1329;A2;H2;1;-1.52;
14527;48.8098;4.1329;A2;H2;2;-1.79;
14527;48.8098;4.1329;A2;H2;3;-1.24;
14527;48.8098;4.1329;A2;H2;4;-1.35;
14528;48.8081;4.2417;A2;H2;1;-1.55;
14528;48.8081;4.2417;A2;H2;2;-1.72;
14528;48.8081;4.2417;A2;H2;3;-1.2;
14528;48.8081;4.2417;A2;H2;4;-1.34;
14529;48.8064;4.3506;A2;H2;1;-1.53;
14529;48.8064;4.3506;A2;H2;2;-1.75;
14529;48.8064;4.3506;A2;H2;3;-1.21;
14529;48.8064;4.3506;A2;H2;4;-1.35;
14530;48.8045;4.4594;A2;H2;1;-1.47;
14530;48.8045;4.4594;A2;H2;2;-1.66;
14530;48.8045;4.4594;A2;H2;3;-1.23;
14530;48.8045;4.4594;A2;H2;4;-1.34;
14531;48.8025;4.5682;A2;H2;1;-1.52;
14531;48.8025;4.5682;A2;H2;2;-1.66;
14531;48.8025;4.5682;A2;H2;3;-1.23;
14531;48.8025;4.5682;A2;H2;4;-1.4;
14532;48.8004;4.677;A2;H2;1;-1.55;
14532;48.8004;4.677;A2;H2;2;-1.74;
14532;48.8004;4.677;A2;H2;3;-1.3;
14532;48.8004;4.677;A2;H2;4;-1.54;
14533;48.7982;4.7858;A2;H2;1;-1.04;
14533;48.7982;4.7858;A2;H2;2;-1.6;
14533;48.7982;4.7858;A2;H2;3;-1.37;
14533;48.7982;4.7858;A2;H2;4;-1.14;
14534;48.7959;4.8945;A2;H2;1;-1;
14534;48.7959;4.8945;A2;H2;2;-2.2;
14534;48.7959;4.8945;A2;H2;3;-1.48;
14534;48.7959;4.8945;A2;H2;4;-1.14;
14535;48.7935;5.0033;A2;H2;1;-1;
14535;48.7935;5.0033;A2;H2;2;-2.21;
14535;48.7935;5.0033;A2;H2;3;-1.48;
14535;48.7935;5.0033;A2;H2;4;-1.15;
14536;48.791;5.1121;A2;H2;1;-0.98;
14536;48.791;5.1121;A2;H2;2;-1.76;
14536;48.791;5.1121;A2;H2;3;-1.48;
14536;48.791;5.1121;A2;H2;4;-1.16;
14537;48.7884;5.2208;A2;H2;1;-1.03;
14537;48.7884;5.2208;A2;H2;2;-2.17;
14537;48.7884;5.2208;A2;H2;3;-1.63;
14537;48.7884;5.2208;A2;H2;4;-1.32;
14538;48.7857;5.3296;A2;H2;1;-1.05;
14538;48.7857;5.3296;A2;H2;2;-2.34;
14538;48.7857;5.3296;A2;H2;3;-1.66;
14538;48.7857;5.3296;A2;H2;4;-1.32;
14539;48.783;5.4383;A2;H2;1;-1.02;
14539;48.783;5.4383;A2;H2;2;-2.35;
14539;48.783;5.4383;A2;H2;3;-1.62;
14539;48.783;5.4383;A2;H2;4;-1.31;
14540;48.7801;5.547;A2;H2;1;-1.02;
14540;48.7801;5.547;A2;H2;2;-1.2;
14540;48.7801;5.547;A2;H2;3;-1.27;
14540;48.7801;5.547;A2;H2;4;-1.12;
14541;48.7771;5.6557;A2;H2;1;-1.02;
14541;48.7771;5.6557;A2;H2;2;-1.24;
14541;48.7771;5.6557;A2;H2;3;-1.34;
14541;48.7771;5.6557;A2;H2;4;-1.18;
14542;48.774;5.7644;A2;H2;1;-1.08;
14542;48.774;5.7644;A2;H2;2;-1.35;
14542;48.774;5.7644;A2;H2;3;-1.67;
14542;48.774;5.7644;A2;H2;4;-1.6;
14543;48.7708;5.8731;A2;H2;1;-0.94;
14543;48.7708;5.8731;A2;H2;2;-1.25;
14543;48.7708;5.8731;A2;H2;3;-1.29;
14543;48.7708;5.8731;A2;H2;4;-1.22;
14544;48.7675;5.9817;A2;H2;1;-0.94;
14544;48.7675;5.9817;A2;H2;2;-1.17;
14544;48.7675;5.9817;A2;H2;3;-1.16;
14544;48.7675;5.9817;A2;H2;4;-1.18;
14545;48.7642;6.0904;A2;H2;1;-1.08;
14545;48.7642;6.0904;A2;H2;2;-1.32;
14545;48.7642;6.0904;A2;H2;3;-1.59;
14545;48.7642;6.0904;A2;H2;4;-1.5;
14546;48.7607;6.199;A2;H2;1;-0.97;
14546;48.7607;6.199;A2;H2;2;-1.2;
14546;48.7607;6.199;A2;H2;3;-1.18;
14546;48.7607;6.199;A2;H2;4;-1.2;
14547;48.7571;6.3077;A2;H2;1;-0.93;
14547;48.7571;6.3077;A2;H2;2;-1.23;
14547;48.7571;6.3077;A2;H2;3;-1.29;
14547;48.7571;6.3077;A2;H2;4;-1.25;
14548;48.7534;6.4163;A2;H2;1;-0.91;
14548;48.7534;6.4163;A2;H2;2;-1.2;
14548;48.7534;6.4163;A2;H2;3;-1.25;
14548;48.7534;6.4163;A2;H2;4;-1.15;
14549;48.7496;6.5248;A2;H2;1;-0.9;
14549;48.7496;6.5248;A2;H2;2;-1.1;
14549;48.7496;6.5248;A2;H2;3;-1.32;
14549;48.7496;6.5248;A2;H2;4;-1.24;
14550;48.7458;6.6334;A2;H2;1;-1.02;
14550;48.7458;6.6334;A2;H2;2;-1.18;
14550;48.7458;6.6334;A2;H2;3;-1.48;
14550;48.7458;6.6334;A2;H2;4;-1.12;
14551;48.7418;6.742;A2;H2;1;-1.03;
14551;48.7418;6.742;A2;H2;2;-1.19;
14551;48.7418;6.742;A2;H2;3;-1.49;
14551;48.7418;6.742;A2;H2;4;-1.11;
14552;48.7377;6.8505;A2;H2;1;-1.08;
14552;48.7377;6.8505;A2;H2;2;-1.26;
14552;48.7377;6.8505;A2;H2;3;-1.52;
14552;48.7377;6.8505;A2;H2;4;-1.15;
14553;48.7335;6.959;A2;H2;1;-1.05;
14553;48.7335;6.959;A2;H2;2;-1.19;
14553;48.7335;6.959;A2;H2;3;-1.55;
14553;48.7335;6.959;A2;H2;4;-1.16;
14554;48.7292;7.0675;A2;H2;1;-1.06;
14554;48.7292;7.0675;A2;H2;2;-1.16;
14554;48.7292;7.0675;A2;H2;3;-1.5;
14554;48.7292;7.0675;A2;H2;4;-1.11;
14555;48.7249;7.176;A2;H2;1;-1.28;
14555;48.7249;7.176;A2;H2;2;-1.75;
14555;48.7249;7.176;A2;H2;3;-1.83;
14555;48.7249;7.176;A2;H2;4;-1.68;
14556;48.7204;7.2845;A2;H2;1;-1.28;
14556;48.7204;7.2845;A2;H2;2;-1.33;
14556;48.7204;7.2845;A2;H2;3;-2.27;
14556;48.7204;7.2845;A2;H2;4;-1.61;
14557;48.7158;7.393;A2;H2;1;-0.96;
14557;48.7158;7.393;A2;H2;2;-1.6;
14557;48.7158;7.393;A2;H2;3;-1.77;
14557;48.7158;7.393;A2;H2;4;-0.98;
14558;48.7112;7.5014;A2;H2;1;-0.89;
14558;48.7112;7.5014;A2;H2;2;-1.68;
14558;48.7112;7.5014;A2;H2;3;-1.59;
14558;48.7112;7.5014;A2;H2;4;-0.89;
14559;48.7064;7.6098;A2;H2;1;-0.85;
14559;48.7064;7.6098;A2;H2;2;-1.76;
14559;48.7064;7.6098;A2;H2;3;-1.66;
14559;48.7064;7.6098;A2;H2;4;-0.96;
14560;48.7015;7.7182;A2;H2;1;-0.96;
14560;48.7015;7.7182;A2;H2;2;-1.11;
14560;48.7015;7.7182;A2;H2;3;-1.63;
14560;48.7015;7.7182;A2;H2;4;-1.17;
14561;48.6965;7.8266;A2;H2;1;-0.93;
14561;48.6965;7.8266;A2;H2;2;-0.99;
14561;48.6965;7.8266;A2;H2;3;-1.43;
14561;48.6965;7.8266;A2;H2;4;-1.08;
14600;48.7527;-3.4866;A2;H2;1;-3.27;
14600;48.7527;-3.4866;A2;H2;2;-0.93;
14600;48.7527;-3.4866;A2;H2;3;-1.64;
14600;48.7527;-3.4866;A2;H2;4;-2.74;
14601;48.758;-3.3781;A2;H2;1;-3.13;
14601;48.758;-3.3781;A2;H2;2;-0.97;
14601;48.758;-3.3781;A2;H2;3;-1.6;
14601;48.758;-3.3781;A2;H2;4;-2.66;
14602;48.7631;-3.2696;A2;H2;1;-2.97;
14602;48.7631;-3.2696;A2;H2;2;-1.01;
14602;48.7631;-3.2696;A2;H2;3;-1.66;
14602;48.7631;-3.2696;A2;H2;4;-2.65;
14603;48.7682;-3.1611;A2;H2;1;-2.96;
14603;48.7682;-3.1611;A2;H2;2;-1.05;
14603;48.7682;-3.1611;A2;H2;3;-1.76;
14603;48.7682;-3.1611;A2;H2;4;-2.69;
14604;48.7732;-3.0526;A2;H2;1;-4.41;
14604;48.7732;-3.0526;A2;H2;2;-1.9;
14604;48.7732;-3.0526;A2;H2;3;-1.8;
14604;48.7732;-3.0526;A2;H2;4;-2.92;
14618;48.8324;-1.5314;A2;H2;1;-2.69;
14618;48.8324;-1.5314;A2;H2;2;-1.16;
14618;48.8324;-1.5314;A2;H2;3;-1.56;
14618;48.8324;-1.5314;A2;H2;4;-1.68;
14619;48.8359;-1.4226;A2;H2;1;-2.06;
14619;48.8359;-1.4226;A2;H2;2;-1.16;
14619;48.8359;-1.4226;A2;H2;3;-1.84;
14619;48.8359;-1.4226;A2;H2;4;-1.58;
14620;48.8393;-1.3138;A2;H2;1;-1.89;
14620;48.8393;-1.3138;A2;H2;2;-1.16;
14620;48.8393;-1.3138;A2;H2;3;-1.82;
14620;48.8393;-1.3138;A2;H2;4;-1.56;
14621;48.8426;-1.205;A2;H2;1;-1.71;
14621;48.8426;-1.205;A2;H2;2;-1.15;
14621;48.8426;-1.205;A2;H2;3;-1.82;
14621;48.8426;-1.205;A2;H2;4;-1.58;
14622;48.8458;-1.0961;A2;H2;1;-1.99;
14622;48.8458;-1.0961;A2;H2;2;-1.2;
14622;48.8458;-1.0961;A2;H2;3;-1.86;
14622;48.8458;-1.0961;A2;H2;4;-1.57;
14623;48.8489;-0.9873;A2;H2;1;-2.53;
14623;48.8489;-0.9873;A2;H2;2;-1.38;
14623;48.8489;-0.9873;A2;H2;3;-1.84;
14623;48.8489;-0.9873;A2;H2;4;-1.76;
14624;48.8519;-0.8784;A2;H2;1;-2.77;
14624;48.8519;-0.8784;A2;H2;2;-1.25;
14624;48.8519;-0.8784;A2;H2;3;-1.76;
14624;48.8519;-0.8784;A2;H2;4;-1.79;
14625;48.8548;-0.7696;A2;H2;1;-2.9;
14625;48.8548;-0.7696;A2;H2;2;-1.38;
14625;48.8548;-0.7696;A2;H2;3;-1.75;
14625;48.8548;-0.7696;A2;H2;4;-1.68;
14626;48.8576;-0.6607;A2;H2;1;-2.59;
14626;48.8576;-0.6607;A2;H2;2;-1.35;
14626;48.8576;-0.6607;A2;H2;3;-1.76;
14626;48.8576;-0.6607;A2;H2;4;-1.69;
14627;48.8603;-0.5518;A2;H2;1;-2.22;
14627;48.8603;-0.5518;A2;H2;2;-1.28;
14627;48.8603;-0.5518;A2;H2;3;-1.77;
14627;48.8603;-0.5518;A2;H2;4;-1.75;
14628;48.8628;-0.4429;A2;H2;1;-1.98;
14628;48.8628;-0.4429;A2;H2;2;-1.34;
14628;48.8628;-0.4429;A2;H2;3;-1.81;
14628;48.8628;-0.4429;A2;H2;4;-1.73;
14629;48.8653;-0.334;A2;H2;1;-2.38;
14629;48.8653;-0.334;A2;H2;2;-1.34;
14629;48.8653;-0.334;A2;H2;3;-1.76;
14629;48.8653;-0.334;A2;H2;4;-1.69;
14630;48.8677;-0.2251;A2;H2;1;-2.24;
14630;48.8677;-0.2251;A2;H2;2;-1.78;
14630;48.8677;-0.2251;A2;H2;3;-1.66;
14630;48.8677;-0.2251;A2;H2;4;-2.06;
14631;48.87;-0.1161;A2;H2;1;-1.87;
14631;48.87;-0.1161;A2;H2;2;-1.76;
14631;48.87;-0.1161;A2;H2;3;-1.72;
14631;48.87;-0.1161;A2;H2;4;-2.52;
14632;48.8722;-0.0072;A2;H2;1;-2.05;
14632;48.8722;-0.0072;A2;H2;2;-1.89;
14632;48.8722;-0.0072;A2;H2;3;-1.71;
14632;48.8722;-0.0072;A2;H2;4;-2.52;
14633;48.8743;0.1017;A2;H2;1;-1.5;
14633;48.8743;0.1017;A2;H2;2;-1.84;
14633;48.8743;0.1017;A2;H2;3;-1.71;
14633;48.8743;0.1017;A2;H2;4;-1.52;
14634;48.8763;0.2107;A2;H2;1;-2.82;
14634;48.8763;0.2107;A2;H2;2;-1.42;
14634;48.8763;0.2107;A2;H2;3;-1.39;
14634;48.8763;0.2107;A2;H2;4;-2.42;
14635;48.8782;0.3197;A2;H2;1;-2.72;
14635;48.8782;0.3197;A2;H2;2;-1.84;
14635;48.8782;0.3197;A2;H2;3;-1.58;
14635;48.8782;0.3197;A2;H2;4;-2.99;
14636;48.88;0.4286;A2;H2;1;-3.28;
14636;48.88;0.4286;A2;H2;2;-1.4;
14636;48.88;0.4286;A2;H2;3;-1.35;
14636;48.88;0.4286;A2;H2;4;-2.23;
14637;48.8817;0.5376;A2;H2;1;-2.63;
14637;48.8817;0.5376;A2;H2;2;-1.43;
14637;48.8817;0.5376;A2;H2;3;-1.33;
14637;48.8817;0.5376;A2;H2;4;-1.83;
14638;48.8833;0.6466;A2;H2;1;-1.88;
14638;48.8833;0.6466;A2;H2;2;-1.74;
14638;48.8833;0.6466;A2;H2;3;-1.42;
14638;48.8833;0.6466;A2;H2;4;-1.45;
14639;48.8848;0.7556;A2;H2;1;-1.37;
14639;48.8848;0.7556;A2;H2;2;-1.58;
14639;48.8848;0.7556;A2;H2;3;-1.41;
14639;48.8848;0.7556;A2;H2;4;-1.48;
14640;48.8862;0.8646;A2;H2;1;-1.59;
14640;48.8862;0.8646;A2;H2;2;-2.2;
14640;48.8862;0.8646;A2;H2;3;-1.93;
14640;48.8862;0.8646;A2;H2;4;-1.78;
14641;48.8875;0.9736;A2;H2;1;-2.16;
14641;48.8875;0.9736;A2;H2;2;-1.69;
14641;48.8875;0.9736;A2;H2;3;-1.47;
14641;48.8875;0.9736;A2;H2;4;-1.62;
14642;48.8887;1.0826;A2;H2;1;-1.92;
14642;48.8887;1.0826;A2;H2;2;-1.73;
14642;48.8887;1.0826;A2;H2;3;-1.41;
14642;48.8887;1.0826;A2;H2;4;-1.55;
14643;48.8898;1.1916;A2;H2;1;-2.2;
14643;48.8898;1.1916;A2;H2;2;-1.57;
14643;48.8898;1.1916;A2;H2;3;-1.42;
14643;48.8898;1.1916;A2;H2;4;-1.57;
14644;48.8908;1.3007;A2;H2;1;-1.6;
14644;48.8908;1.3007;A2;H2;2;-1.65;
14644;48.8908;1.3007;A2;H2;3;-1.41;
14644;48.8908;1.3007;A2;H2;4;-1.56;
14645;48.8917;1.4097;A2;H2;1;-1.42;
14645;48.8917;1.4097;A2;H2;2;-1.59;
14645;48.8917;1.4097;A2;H2;3;-1.41;
14645;48.8917;1.4097;A2;H2;4;-1.55;
14646;48.8925;1.5187;A2;H2;1;-1.36;
14646;48.8925;1.5187;A2;H2;2;-1.82;
14646;48.8925;1.5187;A2;H2;3;-1.15;
14646;48.8925;1.5187;A2;H2;4;-1.06;
14647;48.8932;1.6278;A2;H2;1;-1.45;
14647;48.8932;1.6278;A2;H2;2;-2.35;
14647;48.8932;1.6278;A2;H2;3;-1.34;
14647;48.8932;1.6278;A2;H2;4;-1.57;
14648;48.8938;1.7368;A2;H2;1;-1.26;
14648;48.8938;1.7368;A2;H2;2;-2.51;
14648;48.8938;1.7368;A2;H2;3;-1.5;
14648;48.8938;1.7368;A2;H2;4;-1.32;
14649;48.8943;1.8458;A2;H2;1;-1.26;
14649;48.8943;1.8458;A2;H2;2;-2.49;
14649;48.8943;1.8458;A2;H2;3;-1.58;
14649;48.8943;1.8458;A2;H2;4;-1.31;
14650;48.8947;1.9549;A2;H2;1;-1.28;
14650;48.8947;1.9549;A2;H2;2;-2.33;
14650;48.8947;1.9549;A2;H2;3;-1.61;
14650;48.8947;1.9549;A2;H2;4;-1.36;
14651;48.895;2.0639;A2;H2;1;-2.19;
14651;48.895;2.0639;A2;H2;2;-1;
14651;48.895;2.0639;A2;H2;3;-1.13;
14651;48.895;2.0639;A2;H2;4;-1.16;
14652;48.8952;2.1729;A2;H2;1;-0.74;
14652;48.8952;2.1729;A2;H2;2;-0.54;
14652;48.8952;2.1729;A2;H2;3;-2.12;
14652;48.8952;2.1729;A2;H2;4;-0.84;
14653;48.8953;2.282;A2;H2;1;-0.78;
14653;48.8953;2.282;A2;H2;2;-0.58;
14653;48.8953;2.282;A2;H2;3;-1.38;
14653;48.8953;2.282;A2;H2;4;-1.28;
14654;48.8953;2.391;A2;H2;1;-0.69;
14654;48.8953;2.391;A2;H2;2;-0.38;
14654;48.8953;2.391;A2;H2;3;-1.1;
14654;48.8953;2.391;A2;H2;4;-1.34;
14655;48.8952;2.5001;A2;H2;1;-0.76;
14655;48.8952;2.5001;A2;H2;2;-0.45;
14655;48.8952;2.5001;A2;H2;3;-1.25;
14655;48.8952;2.5001;A2;H2;4;-1.57;
14656;48.895;2.6091;A2;H2;1;-1.44;
14656;48.895;2.6091;A2;H2;2;-1.05;
14656;48.895;2.6091;A2;H2;3;-1.06;
14656;48.895;2.6091;A2;H2;4;-0.98;
14657;48.8947;2.7181;A2;H2;1;-1.28;
14657;48.8947;2.7181;A2;H2;2;-2.96;
14657;48.8947;2.7181;A2;H2;3;-1.33;
14657;48.8947;2.7181;A2;H2;4;-1.05;
14658;48.8943;2.8272;A2;H2;1;-1.31;
14658;48.8943;2.8272;A2;H2;2;-2.18;
14658;48.8943;2.8272;A2;H2;3;-1.06;
14658;48.8943;2.8272;A2;H2;4;-1.08;
14659;48.8938;2.9362;A2;H2;1;-1.44;
14659;48.8938;2.9362;A2;H2;2;-1.49;
14659;48.8938;2.9362;A2;H2;3;-1.01;
14659;48.8938;2.9362;A2;H2;4;-1.24;
14660;48.8932;3.0453;A2;H2;1;-1.41;
14660;48.8932;3.0453;A2;H2;2;-1.56;
14660;48.8932;3.0453;A2;H2;3;-1.04;
14660;48.8932;3.0453;A2;H2;4;-1.27;
14661;48.8925;3.1543;A2;H2;1;-1.37;
14661;48.8925;3.1543;A2;H2;2;-2.33;
14661;48.8925;3.1543;A2;H2;3;-1.28;
14661;48.8925;3.1543;A2;H2;4;-1.39;
14662;48.8917;3.2633;A2;H2;1;-1.39;
14662;48.8917;3.2633;A2;H2;2;-2.44;
14662;48.8917;3.2633;A2;H2;3;-1.28;
14662;48.8917;3.2633;A2;H2;4;-1.45;
14663;48.8908;3.3723;A2;H2;1;-1.29;
14663;48.8908;3.3723;A2;H2;2;-1.69;
14663;48.8908;3.3723;A2;H2;3;-1.24;
14663;48.8908;3.3723;A2;H2;4;-1.02;
14664;48.8898;3.4814;A2;H2;1;-1.31;
14664;48.8898;3.4814;A2;H2;2;-1.47;
14664;48.8898;3.4814;A2;H2;3;-1.17;
14664;48.8898;3.4814;A2;H2;4;-0.99;
14665;48.8887;3.5904;A2;H2;1;-1.38;
14665;48.8887;3.5904;A2;H2;2;-1.63;
14665;48.8887;3.5904;A2;H2;3;-1.17;
14665;48.8887;3.5904;A2;H2;4;-1.61;
14666;48.8875;3.6994;A2;H2;1;-1.4;
14666;48.8875;3.6994;A2;H2;2;-1.55;
14666;48.8875;3.6994;A2;H2;3;-1.11;
14666;48.8875;3.6994;A2;H2;4;-1.57;
14667;48.8862;3.8084;A2;H2;1;-1.41;
14667;48.8862;3.8084;A2;H2;2;-1.54;
14667;48.8862;3.8084;A2;H2;3;-1.11;
14667;48.8862;3.8084;A2;H2;4;-1.59;
14668;48.8848;3.9174;A2;H2;1;-1.4;
14668;48.8848;3.9174;A2;H2;2;-1.62;
14668;48.8848;3.9174;A2;H2;3;-1.2;
