#-----------------------------------------------------------------------------
# Date d'extraction : 16/07/2019 - 07h16 loc.
#-----------------------------------------------------------------------------
# Producteur : DCLIM
# Experience : CLIMSEC
# Modele     : ARPEGE_RETIC
# Scenario :
#     A2 : scenario A2
#-----------------------------------------------------------------------------
# Horizons :
#     H1 : Horizon proche
#     H2 : Horizon moyen
#     H3 : Horizon lointain
#-----------------------------------------------------------------------------
# Type d'indice : saisonnier
#                  (1 - hiver, 2 - printemps, 3 - été, 4 - automne)
#-----------------------------------------------------------------------------
# Indices : 
#     NORSSWI : Intégration de Indicateur sècheresse d'humidité des sols (null)
#-----------------------------------------------------------------------------
# Format des enregistrements 
# Point;Latitude;Longitude;Contexte;Période;Saison;NORSSWI;
#-----------------------------------------------------------------------------
8405;45.6404;6.8022;A2;H1;4;-1.13;
8406;45.6363;6.9046;A2;H1;1;-0.62;
8406;45.6363;6.9046;A2;H1;2;0.05;
8406;45.6363;6.9046;A2;H1;3;-1.58;
8406;45.6363;6.9046;A2;H1;4;-1.3;
8470;45.7452;-1.2112;A2;H1;1;-1.06;
8470;45.7452;-1.2112;A2;H1;2;-1.07;
8470;45.7452;-1.2112;A2;H1;3;-1.88;
8470;45.7452;-1.2112;A2;H1;4;-0.97;
8471;45.7484;-1.1085;A2;H1;1;-0.96;
8471;45.7484;-1.1085;A2;H1;2;-0.82;
8471;45.7484;-1.1085;A2;H1;3;-1.41;
8471;45.7484;-1.1085;A2;H1;4;-0.69;
8472;45.7515;-1.0058;A2;H1;1;-0.97;
8472;45.7515;-1.0058;A2;H1;2;-0.67;
8472;45.7515;-1.0058;A2;H1;3;-1.4;
8472;45.7515;-1.0058;A2;H1;4;-0.68;
8473;45.7545;-0.9031;A2;H1;1;-0.84;
8473;45.7545;-0.9031;A2;H1;2;-0.92;
8473;45.7545;-0.9031;A2;H1;3;-1.3;
8473;45.7545;-0.9031;A2;H1;4;-0.64;
8474;45.7575;-0.8003;A2;H1;1;-0.86;
8474;45.7575;-0.8003;A2;H1;2;-0.96;
8474;45.7575;-0.8003;A2;H1;3;-1.37;
8474;45.7575;-0.8003;A2;H1;4;-0.66;
8475;45.7603;-0.6976;A2;H1;1;-0.85;
8475;45.7603;-0.6976;A2;H1;2;-0.93;
8475;45.7603;-0.6976;A2;H1;3;-1.25;
8475;45.7603;-0.6976;A2;H1;4;-0.61;
8476;45.763;-0.5948;A2;H1;1;-1.16;
8476;45.763;-0.5948;A2;H1;2;-0.84;
8476;45.763;-0.5948;A2;H1;3;-1.08;
8476;45.763;-0.5948;A2;H1;4;-0.76;
8477;45.7657;-0.4921;A2;H1;1;-1.21;
8477;45.7657;-0.4921;A2;H1;2;-0.98;
8477;45.7657;-0.4921;A2;H1;3;-1.24;
8477;45.7657;-0.4921;A2;H1;4;-0.79;
8478;45.7682;-0.3893;A2;H1;1;-1.15;
8478;45.7682;-0.3893;A2;H1;2;-0.95;
8478;45.7682;-0.3893;A2;H1;3;-1.29;
8478;45.7682;-0.3893;A2;H1;4;-0.8;
8479;45.7707;-0.2865;A2;H1;1;-0.91;
8479;45.7707;-0.2865;A2;H1;2;-1.61;
8479;45.7707;-0.2865;A2;H1;3;-1.31;
8479;45.7707;-0.2865;A2;H1;4;-0.82;
8480;45.773;-0.1837;A2;H1;1;-0.91;
8480;45.773;-0.1837;A2;H1;2;-1.53;
8480;45.773;-0.1837;A2;H1;3;-1.32;
8480;45.773;-0.1837;A2;H1;4;-0.79;
8481;45.7753;-0.0809;A2;H1;1;-0.91;
8481;45.7753;-0.0809;A2;H1;2;-1.36;
8481;45.7753;-0.0809;A2;H1;3;-1.14;
8481;45.7753;-0.0809;A2;H1;4;-0.7;
8482;45.7774;0.0219;A2;H1;1;-0.9;
8482;45.7774;0.0219;A2;H1;2;-1.41;
8482;45.7774;0.0219;A2;H1;3;-1.36;
8482;45.7774;0.0219;A2;H1;4;-0.78;
8483;45.7795;0.1247;A2;H1;1;-0.77;
8483;45.7795;0.1247;A2;H1;2;-1.31;
8483;45.7795;0.1247;A2;H1;3;-1.13;
8483;45.7795;0.1247;A2;H1;4;-0.67;
8484;45.7815;0.2275;A2;H1;1;-0.75;
8484;45.7815;0.2275;A2;H1;2;-1.36;
8484;45.7815;0.2275;A2;H1;3;-1.13;
8484;45.7815;0.2275;A2;H1;4;-0.61;
8485;45.7834;0.3304;A2;H1;1;-0.78;
8485;45.7834;0.3304;A2;H1;2;-1.61;
8485;45.7834;0.3304;A2;H1;3;-1.33;
8485;45.7834;0.3304;A2;H1;4;-0.74;
8486;45.7852;0.4332;A2;H1;1;-0.82;
8486;45.7852;0.4332;A2;H1;2;-0.94;
8486;45.7852;0.4332;A2;H1;3;-1.07;
8486;45.7852;0.4332;A2;H1;4;-0.94;
8487;45.7869;0.5361;A2;H1;1;-0.83;
8487;45.7869;0.5361;A2;H1;2;-0.76;
8487;45.7869;0.5361;A2;H1;3;-0.91;
8487;45.7869;0.5361;A2;H1;4;-0.85;
8488;45.7885;0.6389;A2;H1;1;-0.86;
8488;45.7885;0.6389;A2;H1;2;-0.51;
8488;45.7885;0.6389;A2;H1;3;-0.84;
8488;45.7885;0.6389;A2;H1;4;-0.74;
8489;45.79;0.7418;A2;H1;1;-0.87;
8489;45.79;0.7418;A2;H1;2;-0.47;
8489;45.79;0.7418;A2;H1;3;-0.84;
8489;45.79;0.7418;A2;H1;4;-0.95;
8490;45.7914;0.8446;A2;H1;1;-0.86;
8490;45.7914;0.8446;A2;H1;2;-0.45;
8490;45.7914;0.8446;A2;H1;3;-0.84;
8490;45.7914;0.8446;A2;H1;4;-0.93;
8491;45.7927;0.9475;A2;H1;1;-0.88;
8491;45.7927;0.9475;A2;H1;2;-0.48;
8491;45.7927;0.9475;A2;H1;3;-0.88;
8491;45.7927;0.9475;A2;H1;4;-0.93;
8492;45.7939;1.0504;A2;H1;1;-0.89;
8492;45.7939;1.0504;A2;H1;2;-0.49;
8492;45.7939;1.0504;A2;H1;3;-0.93;
8492;45.7939;1.0504;A2;H1;4;-0.94;
8493;45.7951;1.1532;A2;H1;1;-0.89;
8493;45.7951;1.1532;A2;H1;2;-0.41;
8493;45.7951;1.1532;A2;H1;3;-0.74;
8493;45.7951;1.1532;A2;H1;4;-0.78;
8494;45.7961;1.2561;A2;H1;1;-0.82;
8494;45.7961;1.2561;A2;H1;2;-0.32;
8494;45.7961;1.2561;A2;H1;3;-0.9;
8494;45.7961;1.2561;A2;H1;4;-0.75;
8495;45.797;1.359;A2;H1;1;-0.89;
8495;45.797;1.359;A2;H1;2;-0.44;
8495;45.797;1.359;A2;H1;3;-0.8;
8495;45.797;1.359;A2;H1;4;-0.77;
8496;45.7979;1.4619;A2;H1;1;-0.92;
8496;45.7979;1.4619;A2;H1;2;-0.49;
8496;45.7979;1.4619;A2;H1;3;-0.81;
8496;45.7979;1.4619;A2;H1;4;-0.78;
8497;45.7986;1.5648;A2;H1;1;-0.94;
8497;45.7986;1.5648;A2;H1;2;-0.57;
8497;45.7986;1.5648;A2;H1;3;-0.84;
8497;45.7986;1.5648;A2;H1;4;-0.82;
8498;45.7993;1.6677;A2;H1;1;-0.99;
8498;45.7993;1.6677;A2;H1;2;-0.71;
8498;45.7993;1.6677;A2;H1;3;-0.9;
8498;45.7993;1.6677;A2;H1;4;-0.82;
8499;45.7999;1.7706;A2;H1;1;-0.95;
8499;45.7999;1.7706;A2;H1;2;-0.56;
8499;45.7999;1.7706;A2;H1;3;-0.81;
8499;45.7999;1.7706;A2;H1;4;-0.66;
8500;45.8003;1.8735;A2;H1;1;-1.01;
8500;45.8003;1.8735;A2;H1;2;-0.81;
8500;45.8003;1.8735;A2;H1;3;-0.66;
8500;45.8003;1.8735;A2;H1;4;-0.54;
8501;45.8007;1.9764;A2;H1;1;-0.92;
8501;45.8007;1.9764;A2;H1;2;-0.9;
8501;45.8007;1.9764;A2;H1;3;-0.64;
8501;45.8007;1.9764;A2;H1;4;-0.48;
8502;45.801;2.0793;A2;H1;1;-0.92;
8502;45.801;2.0793;A2;H1;2;-0.89;
8502;45.801;2.0793;A2;H1;3;-0.65;
8502;45.801;2.0793;A2;H1;4;-0.48;
8503;45.8012;2.1822;A2;H1;1;-1.03;
8503;45.8012;2.1822;A2;H1;2;-0.88;
8503;45.8012;2.1822;A2;H1;3;-0.7;
8503;45.8012;2.1822;A2;H1;4;-0.54;
8504;45.8013;2.2851;A2;H1;1;-1.02;
8504;45.8013;2.2851;A2;H1;2;-0.87;
8504;45.8013;2.2851;A2;H1;3;-0.68;
8504;45.8013;2.2851;A2;H1;4;-0.5;
8505;45.8013;2.388;A2;H1;1;-1.07;
8505;45.8013;2.388;A2;H1;2;-1.39;
8505;45.8013;2.388;A2;H1;3;-0.62;
8505;45.8013;2.388;A2;H1;4;-0.26;
8506;45.8012;2.4909;A2;H1;1;-1.03;
8506;45.8012;2.4909;A2;H1;2;-1.69;
8506;45.8012;2.4909;A2;H1;3;-0.73;
8506;45.8012;2.4909;A2;H1;4;-0.36;
8507;45.801;2.5938;A2;H1;1;-1.02;
8507;45.801;2.5938;A2;H1;2;-1.74;
8507;45.801;2.5938;A2;H1;3;-0.71;
8507;45.801;2.5938;A2;H1;4;-0.36;
8508;45.8007;2.6967;A2;H1;1;-1.05;
8508;45.8007;2.6967;A2;H1;2;-1.72;
8508;45.8007;2.6967;A2;H1;3;-0.8;
8508;45.8007;2.6967;A2;H1;4;-0.4;
8509;45.8003;2.7996;A2;H1;1;-0.96;
8509;45.8003;2.7996;A2;H1;2;-1.59;
8509;45.8003;2.7996;A2;H1;3;-0.72;
8509;45.8003;2.7996;A2;H1;4;-0.3;
8510;45.7999;2.9025;A2;H1;1;-0.94;
8510;45.7999;2.9025;A2;H1;2;-1.24;
8510;45.7999;2.9025;A2;H1;3;-1.01;
8510;45.7999;2.9025;A2;H1;4;-0.53;
8511;45.7993;3.0054;A2;H1;1;-0.87;
8511;45.7993;3.0054;A2;H1;2;-1.18;
8511;45.7993;3.0054;A2;H1;3;-0.94;
8511;45.7993;3.0054;A2;H1;4;-0.56;
8512;45.7987;3.1083;A2;H1;1;-0.78;
8512;45.7987;3.1083;A2;H1;2;-0.7;
8512;45.7987;3.1083;A2;H1;3;-0.28;
8512;45.7987;3.1083;A2;H1;4;-0.15;
8513;45.7979;3.2112;A2;H1;1;-0.5;
8513;45.7979;3.2112;A2;H1;2;-0.84;
8513;45.7979;3.2112;A2;H1;3;-0.4;
8513;45.7979;3.2112;A2;H1;4;-0.09;
8514;45.7971;3.3141;A2;H1;1;-0.5;
8514;45.7971;3.3141;A2;H1;2;-0.82;
8514;45.7971;3.3141;A2;H1;3;-0.39;
8514;45.7971;3.3141;A2;H1;4;-0.1;
8515;45.7961;3.417;A2;H1;1;-0.58;
8515;45.7961;3.417;A2;H1;2;-0.89;
8515;45.7961;3.417;A2;H1;3;-0.51;
8515;45.7961;3.417;A2;H1;4;-0.18;
8516;45.7951;3.5198;A2;H1;1;-0.57;
8516;45.7951;3.5198;A2;H1;2;-0.91;
8516;45.7951;3.5198;A2;H1;3;-0.5;
8516;45.7951;3.5198;A2;H1;4;-0.19;
8517;45.7939;3.6227;A2;H1;1;-0.75;
8517;45.7939;3.6227;A2;H1;2;-1.53;
8517;45.7939;3.6227;A2;H1;3;-1.21;
8517;45.7939;3.6227;A2;H1;4;-0.58;
8518;45.7927;3.7256;A2;H1;1;-0.98;
8518;45.7927;3.7256;A2;H1;2;-1.63;
8518;45.7927;3.7256;A2;H1;3;-1.27;
8518;45.7927;3.7256;A2;H1;4;-0.64;
8519;45.7914;3.8285;A2;H1;1;-0.92;
8519;45.7914;3.8285;A2;H1;2;-1.65;
8519;45.7914;3.8285;A2;H1;3;-1.09;
8519;45.7914;3.8285;A2;H1;4;-0.6;
8520;45.79;3.9313;A2;H1;1;-0.82;
8520;45.79;3.9313;A2;H1;2;-1.6;
8520;45.79;3.9313;A2;H1;3;-1;
8520;45.79;3.9313;A2;H1;4;-0.57;
8521;45.7885;4.0342;A2;H1;1;-0.42;
8521;45.7885;4.0342;A2;H1;2;-0.72;
8521;45.7885;4.0342;A2;H1;3;-0.44;
8521;45.7885;4.0342;A2;H1;4;-0.37;
8522;45.7869;4.137;A2;H1;1;-0.42;
8522;45.7869;4.137;A2;H1;2;-0.74;
8522;45.7869;4.137;A2;H1;3;-0.43;
8522;45.7869;4.137;A2;H1;4;-0.37;
8523;45.7852;4.2399;A2;H1;1;-0.45;
8523;45.7852;4.2399;A2;H1;2;-0.75;
8523;45.7852;4.2399;A2;H1;3;-0.49;
8523;45.7852;4.2399;A2;H1;4;-0.38;
8524;45.7834;4.3427;A2;H1;1;-0.93;
8524;45.7834;4.3427;A2;H1;2;-1.54;
8524;45.7834;4.3427;A2;H1;3;-0.92;
8524;45.7834;4.3427;A2;H1;4;-0.51;
8525;45.7815;4.4456;A2;H1;1;-0.88;
8525;45.7815;4.4456;A2;H1;2;-1.58;
8525;45.7815;4.4456;A2;H1;3;-0.9;
8525;45.7815;4.4456;A2;H1;4;-0.47;
8526;45.7795;4.5484;A2;H1;1;-0.82;
8526;45.7795;4.5484;A2;H1;2;-1.25;
8526;45.7795;4.5484;A2;H1;3;-0.74;
8526;45.7795;4.5484;A2;H1;4;-0.56;
8527;45.7775;4.6512;A2;H1;1;-0.72;
8527;45.7775;4.6512;A2;H1;2;-1.18;
8527;45.7775;4.6512;A2;H1;3;-0.78;
8527;45.7775;4.6512;A2;H1;4;-0.61;
8528;45.7753;4.754;A2;H1;1;-0.8;
8528;45.7753;4.754;A2;H1;2;-0.39;
8528;45.7753;4.754;A2;H1;3;-0.47;
8528;45.7753;4.754;A2;H1;4;-0.81;
8529;45.773;4.8568;A2;H1;1;-0.64;
8529;45.773;4.8568;A2;H1;2;0.03;
8529;45.773;4.8568;A2;H1;3;-0.42;
8529;45.773;4.8568;A2;H1;4;-0.67;
8530;45.7707;4.9596;A2;H1;1;-0.67;
8530;45.7707;4.9596;A2;H1;2;-0.56;
8530;45.7707;4.9596;A2;H1;3;-0.55;
8530;45.7707;4.9596;A2;H1;4;-0.63;
8531;45.7682;5.0624;A2;H1;1;-1.15;
8531;45.7682;5.0624;A2;H1;2;-0.96;
8531;45.7682;5.0624;A2;H1;3;-0.73;
8531;45.7682;5.0624;A2;H1;4;-0.7;
8532;45.7657;5.1652;A2;H1;1;-1.1;
8532;45.7657;5.1652;A2;H1;2;-1.06;
8532;45.7657;5.1652;A2;H1;3;-0.71;
8532;45.7657;5.1652;A2;H1;4;-0.7;
8533;45.7631;5.2679;A2;H1;1;-1.19;
8533;45.7631;5.2679;A2;H1;2;-1.14;
8533;45.7631;5.2679;A2;H1;3;-0.75;
8533;45.7631;5.2679;A2;H1;4;-0.71;
8534;45.7603;5.3707;A2;H1;1;-1.12;
8534;45.7603;5.3707;A2;H1;2;-1.1;
8534;45.7603;5.3707;A2;H1;3;-0.73;
8534;45.7603;5.3707;A2;H1;4;-0.68;
8535;45.7575;5.4734;A2;H1;1;-1.24;
8535;45.7575;5.4734;A2;H1;2;-0.87;
8535;45.7575;5.4734;A2;H1;3;-0.58;
8535;45.7575;5.4734;A2;H1;4;-0.71;
8536;45.7546;5.5762;A2;H1;1;-1.12;
8536;45.7546;5.5762;A2;H1;2;-1.07;
8536;45.7546;5.5762;A2;H1;3;-0.91;
8536;45.7546;5.5762;A2;H1;4;-1.02;
8537;45.7516;5.6789;A2;H1;1;-1.11;
8537;45.7516;5.6789;A2;H1;2;-0.91;
8537;45.7516;5.6789;A2;H1;3;-0.57;
8537;45.7516;5.6789;A2;H1;4;-0.67;
8538;45.7485;5.7816;A2;H1;1;-1.2;
8538;45.7485;5.7816;A2;H1;2;-0.76;
8538;45.7485;5.7816;A2;H1;3;-0.52;
8538;45.7485;5.7816;A2;H1;4;-0.59;
8539;45.7453;5.8843;A2;H1;1;-1.06;
8539;45.7453;5.8843;A2;H1;2;-0.57;
8539;45.7453;5.8843;A2;H1;3;-0.52;
8539;45.7453;5.8843;A2;H1;4;-0.64;
8540;45.742;5.987;A2;H1;1;-0.92;
8540;45.742;5.987;A2;H1;2;-1.15;
8540;45.742;5.987;A2;H1;3;-0.7;
8540;45.742;5.987;A2;H1;4;-0.53;
8541;45.7386;6.0897;A2;H1;1;-1.11;
8541;45.7386;6.0897;A2;H1;2;-1.26;
8541;45.7386;6.0897;A2;H1;3;-0.83;
8541;45.7386;6.0897;A2;H1;4;-0.88;
8542;45.7351;6.1923;A2;H1;1;-0.78;
8542;45.7351;6.1923;A2;H1;2;-1.36;
8542;45.7351;6.1923;A2;H1;3;-0.92;
8542;45.7351;6.1923;A2;H1;4;-1.07;
8543;45.7315;6.295;A2;H1;1;-0.86;
8543;45.7315;6.295;A2;H1;2;-1.23;
8543;45.7315;6.295;A2;H1;3;-0.83;
8543;45.7315;6.295;A2;H1;4;-1.09;
8544;45.7279;6.3976;A2;H1;1;-1.08;
8544;45.7279;6.3976;A2;H1;2;-1.15;
8544;45.7279;6.3976;A2;H1;3;-0.88;
8544;45.7279;6.3976;A2;H1;4;-0.88;
8545;45.7241;6.5002;A2;H1;1;-0.26;
8545;45.7241;6.5002;A2;H1;2;-1.78;
8545;45.7241;6.5002;A2;H1;3;-1.07;
8545;45.7241;6.5002;A2;H1;4;-1.05;
8546;45.7202;6.6028;A2;H1;1;-0.18;
8546;45.7202;6.6028;A2;H1;2;-2.48;
8546;45.7202;6.6028;A2;H1;3;-1.44;
8546;45.7202;6.6028;A2;H1;4;-1.04;
8547;45.7163;6.7054;A2;H1;1;-0.47;
8547;45.7163;6.7054;A2;H1;2;0.17;
8547;45.7163;6.7054;A2;H1;3;-1.83;
8547;45.7163;6.7054;A2;H1;4;-1.24;
8548;45.7122;6.808;A2;H1;1;0.13;
8548;45.7122;6.808;A2;H1;2;1.1;
8548;45.7122;6.808;A2;H1;3;-1.54;
8548;45.7122;6.808;A2;H1;4;-0.49;
8614;45.8203;-1.113;A2;H1;1;-0.98;
8614;45.8203;-1.113;A2;H1;2;-0.63;
8614;45.8203;-1.113;A2;H1;3;-1.15;
8614;45.8203;-1.113;A2;H1;4;-0.67;
8615;45.8234;-1.0102;A2;H1;1;-0.96;
8615;45.8234;-1.0102;A2;H1;2;-0.71;
8615;45.8234;-1.0102;A2;H1;3;-1.15;
8615;45.8234;-1.0102;A2;H1;4;-0.66;
8616;45.8265;-0.9073;A2;H1;1;-0.85;
8616;45.8265;-0.9073;A2;H1;2;-0.91;
8616;45.8265;-0.9073;A2;H1;3;-1.32;
8616;45.8265;-0.9073;A2;H1;4;-0.65;
8617;45.8294;-0.8044;A2;H1;1;-0.86;
8617;45.8294;-0.8044;A2;H1;2;-1.02;
8617;45.8294;-0.8044;A2;H1;3;-1.41;
8617;45.8294;-0.8044;A2;H1;4;-0.66;
8618;45.8322;-0.7016;A2;H1;1;-0.86;
8618;45.8322;-0.7016;A2;H1;2;-1.01;
8618;45.8322;-0.7016;A2;H1;3;-1.31;
8618;45.8322;-0.7016;A2;H1;4;-0.62;
8619;45.8349;-0.5987;A2;H1;1;-1.17;
8619;45.8349;-0.5987;A2;H1;2;-0.96;
8619;45.8349;-0.5987;A2;H1;3;-1.18;
8619;45.8349;-0.5987;A2;H1;4;-0.82;
8620;45.8376;-0.4958;A2;H1;1;-1.17;
8620;45.8376;-0.4958;A2;H1;2;-0.91;
8620;45.8376;-0.4958;A2;H1;3;-1.1;
8620;45.8376;-0.4958;A2;H1;4;-0.77;
8621;45.8401;-0.3929;A2;H1;1;-1.18;
8621;45.8401;-0.3929;A2;H1;2;-0.93;
8621;45.8401;-0.3929;A2;H1;3;-1.12;
8621;45.8401;-0.3929;A2;H1;4;-0.76;
8622;45.8426;-0.29;A2;H1;1;-1.2;
8622;45.8426;-0.29;A2;H1;2;-0.94;
8622;45.8426;-0.29;A2;H1;3;-1.07;
8622;45.8426;-0.29;A2;H1;4;-0.75;
8623;45.8449;-0.187;A2;H1;1;-1.18;
8623;45.8449;-0.187;A2;H1;2;-0.93;
8623;45.8449;-0.187;A2;H1;3;-1.04;
8623;45.8449;-0.187;A2;H1;4;-0.75;
8624;45.8472;-0.0841;A2;H1;1;-0.77;
8624;45.8472;-0.0841;A2;H1;2;-0.97;
8624;45.8472;-0.0841;A2;H1;3;-0.85;
8624;45.8472;-0.0841;A2;H1;4;-0.56;
8625;45.8494;0.0189;A2;H1;1;-0.78;
8625;45.8494;0.0189;A2;H1;2;-1.05;
8625;45.8494;0.0189;A2;H1;3;-0.9;
8625;45.8494;0.0189;A2;H1;4;-0.62;
8626;45.8515;0.1218;A2;H1;1;-0.78;
8626;45.8515;0.1218;A2;H1;2;-1.2;
8626;45.8515;0.1218;A2;H1;3;-0.98;
8626;45.8515;0.1218;A2;H1;4;-0.64;
8627;45.8534;0.2248;A2;H1;1;-0.78;
8627;45.8534;0.2248;A2;H1;2;-1.01;
8627;45.8534;0.2248;A2;H1;3;-0.87;
8627;45.8534;0.2248;A2;H1;4;-0.56;
8628;45.8553;0.3277;A2;H1;1;-0.78;
8628;45.8553;0.3277;A2;H1;2;-0.96;
8628;45.8553;0.3277;A2;H1;3;-0.88;
8628;45.8553;0.3277;A2;H1;4;-0.6;
8629;45.8571;0.4307;A2;H1;1;-0.83;
8629;45.8571;0.4307;A2;H1;2;-0.95;
8629;45.8571;0.4307;A2;H1;3;-1.13;
8629;45.8571;0.4307;A2;H1;4;-0.95;
8630;45.8588;0.5337;A2;H1;1;-0.82;
8630;45.8588;0.5337;A2;H1;2;-0.78;
8630;45.8588;0.5337;A2;H1;3;-0.91;
8630;45.8588;0.5337;A2;H1;4;-0.86;
8631;45.8604;0.6367;A2;H1;1;-0.84;
8631;45.8604;0.6367;A2;H1;2;-0.66;
8631;45.8604;0.6367;A2;H1;3;-0.82;
8631;45.8604;0.6367;A2;H1;4;-0.81;
8632;45.8619;0.7397;A2;H1;1;-0.86;
8632;45.8619;0.7397;A2;H1;2;-0.54;
8632;45.8619;0.7397;A2;H1;3;-0.81;
8632;45.8619;0.7397;A2;H1;4;-0.77;
8633;45.8633;0.8427;A2;H1;1;-0.86;
8633;45.8633;0.8427;A2;H1;2;-0.43;
8633;45.8633;0.8427;A2;H1;3;-0.81;
8633;45.8633;0.8427;A2;H1;4;-0.96;
8634;45.8647;0.9457;A2;H1;1;-0.85;
8634;45.8647;0.9457;A2;H1;2;-0.39;
8634;45.8647;0.9457;A2;H1;3;-0.82;
8634;45.8647;0.9457;A2;H1;4;-0.93;
8635;45.8659;1.0487;A2;H1;1;-0.9;
8635;45.8659;1.0487;A2;H1;2;-0.46;
8635;45.8659;1.0487;A2;H1;3;-0.86;
8635;45.8659;1.0487;A2;H1;4;-0.97;
8636;45.867;1.1517;A2;H1;1;-0.94;
8636;45.867;1.1517;A2;H1;2;-0.51;
8636;45.867;1.1517;A2;H1;3;-0.93;
8636;45.867;1.1517;A2;H1;4;-0.98;
8637;45.8681;1.2547;A2;H1;1;-0.94;
8637;45.8681;1.2547;A2;H1;2;-0.34;
8637;45.8681;1.2547;A2;H1;3;-0.91;
8637;45.8681;1.2547;A2;H1;4;-0.75;
8638;45.869;1.3577;A2;H1;1;-0.87;
8638;45.869;1.3577;A2;H1;2;-0.36;
8638;45.869;1.3577;A2;H1;3;-0.78;
8638;45.869;1.3577;A2;H1;4;-0.76;
8639;45.8699;1.4608;A2;H1;1;-0.94;
8639;45.8699;1.4608;A2;H1;2;-0.47;
8639;45.8699;1.4608;A2;H1;3;-0.81;
8639;45.8699;1.4608;A2;H1;4;-0.81;
8640;45.8706;1.5638;A2;H1;1;-0.99;
8640;45.8706;1.5638;A2;H1;2;-0.68;
8640;45.8706;1.5638;A2;H1;3;-0.88;
8640;45.8706;1.5638;A2;H1;4;-0.82;
8641;45.8713;1.6668;A2;H1;1;-0.97;
8641;45.8713;1.6668;A2;H1;2;-0.83;
8641;45.8713;1.6668;A2;H1;3;-0.87;
8641;45.8713;1.6668;A2;H1;4;-0.7;
8642;45.8718;1.7698;A2;H1;1;-0.92;
8642;45.8718;1.7698;A2;H1;2;-0.82;
8642;45.8718;1.7698;A2;H1;3;-0.61;
8642;45.8718;1.7698;A2;H1;4;-0.46;
8643;45.8723;1.8729;A2;H1;1;-1.01;
8643;45.8723;1.8729;A2;H1;2;-0.86;
8643;45.8723;1.8729;A2;H1;3;-0.68;
8643;45.8723;1.8729;A2;H1;4;-0.54;
8644;45.8727;1.9759;A2;H1;1;-1;
8644;45.8727;1.9759;A2;H1;2;-0.85;
8644;45.8727;1.9759;A2;H1;3;-0.66;
8644;45.8727;1.9759;A2;H1;4;-0.52;
8645;45.873;2.079;A2;H1;1;-1;
8645;45.873;2.079;A2;H1;2;-0.8;
8645;45.873;2.079;A2;H1;3;-0.63;
8645;45.873;2.079;A2;H1;4;-0.47;
8646;45.8732;2.182;A2;H1;1;-1.02;
8646;45.8732;2.182;A2;H1;2;-0.79;
8646;45.8732;2.182;A2;H1;3;-0.62;
8646;45.8732;2.182;A2;H1;4;-0.45;
8647;45.8733;2.285;A2;H1;1;-1.13;
8647;45.8733;2.285;A2;H1;2;-1.18;
8647;45.8733;2.285;A2;H1;3;-0.69;
8647;45.8733;2.285;A2;H1;4;-0.55;
8648;45.8733;2.3881;A2;H1;1;-1.06;
8648;45.8733;2.3881;A2;H1;2;-1.44;
8648;45.8733;2.3881;A2;H1;3;-0.64;
8648;45.8733;2.3881;A2;H1;4;-0.27;
8649;45.8732;2.4911;A2;H1;1;-1.05;
8649;45.8732;2.4911;A2;H1;2;-1.44;
8649;45.8732;2.4911;A2;H1;3;-0.63;
8649;45.8732;2.4911;A2;H1;4;-0.27;
8650;45.873;2.5941;A2;H1;1;-1.02;
8650;45.873;2.5941;A2;H1;2;-1.65;
8650;45.873;2.5941;A2;H1;3;-0.67;
8650;45.873;2.5941;A2;H1;4;-0.32;
8651;45.8727;2.6972;A2;H1;1;-1;
8651;45.8727;2.6972;A2;H1;2;-1.66;
8651;45.8727;2.6972;A2;H1;3;-0.68;
8651;45.8727;2.6972;A2;H1;4;-0.34;
8652;45.8723;2.8002;A2;H1;1;-1.02;
8652;45.8723;2.8002;A2;H1;2;-1.63;
8652;45.8723;2.8002;A2;H1;3;-0.69;
8652;45.8723;2.8002;A2;H1;4;-0.35;
8653;45.8718;2.9032;A2;H1;1;-0.98;
8653;45.8718;2.9032;A2;H1;2;-1.28;
8653;45.8718;2.9032;A2;H1;3;-0.91;
8653;45.8718;2.9032;A2;H1;4;-0.43;
8654;45.8713;3.0063;A2;H1;1;-0.83;
8654;45.8713;3.0063;A2;H1;2;-1.19;
8654;45.8713;3.0063;A2;H1;3;-0.93;
8654;45.8713;3.0063;A2;H1;4;-0.55;
8655;45.8706;3.1093;A2;H1;1;-0.53;
8655;45.8706;3.1093;A2;H1;2;-0.84;
8655;45.8706;3.1093;A2;H1;3;-0.42;
8655;45.8706;3.1093;A2;H1;4;-0.11;
8656;45.8699;3.2123;A2;H1;1;-0.48;
8656;45.8699;3.2123;A2;H1;2;-0.8;
8656;45.8699;3.2123;A2;H1;3;-0.37;
8656;45.8699;3.2123;A2;H1;4;-0.09;
8657;45.869;3.3154;A2;H1;1;-0.45;
8657;45.869;3.3154;A2;H1;2;-0.69;
8657;45.869;3.3154;A2;H1;3;-0.23;
8657;45.869;3.3154;A2;H1;4;-0.07;
8658;45.8681;3.4184;A2;H1;1;-0.55;
8658;45.8681;3.4184;A2;H1;2;-0.9;
8658;45.8681;3.4184;A2;H1;3;-0.52;
8658;45.8681;3.4184;A2;H1;4;-0.2;
8659;45.867;3.5214;A2;H1;1;-0.66;
8659;45.867;3.5214;A2;H1;2;-0.89;
8659;45.867;3.5214;A2;H1;3;-0.5;
8659;45.867;3.5214;A2;H1;4;-0.16;
